word	trending score	Sentence freq C1	Sentence freq C2	Wordnet
whistleblowers	0.8360655737704918	31	82	True
invalidating	0.8360655737704918	31	82	True
fraud	0.835820895522388	1377	2553	True
surging	0.835820895522388	37	93	True
brokers	0.8350515463917526	67	148	True
spouses	0.8349514563106796	73	159	True
etf	0.8333333333333334	66	146	True
litigation	0.8313253012048193	53	122	True
discourse	0.8310249307479224	331	631	True
approved	0.8284960422163589	1107	2049	True
needful	0.8275862068965517	86	182	True
hades	0.8275862068965517	86	182	True
dms	0.8267370272647317	1107	2047	True
ussr	0.826530612244898	166	328	True
pharmacy	0.8262548262548263	229	443	True
supremacy	0.8254847645429363	331	629	True
bengal	0.8251121076233184	193	377	True
johnson	0.8246445497630331	1236	2280	True
dynamics	0.8244897959183674	215	417	True
eris	0.8243243243243243	44	105	True
utc	0.8242424242424242	300	572	True
var	0.8240223463687151	328	623	True
compliant	0.824	95	198	True
navigating	0.8231292517006803	117	238	True
inequalities	0.8225806451612904	32	83	True
cults	0.822429906542056	77	165	True
request	0.8223335297583971	3364	6155	True
ipo	0.8222222222222222	60	134	True
fir	0.8210116731517509	227	438	True
projecting	0.8193832599118943	197	383	True
reflections	0.8181818181818182	102	210	True
artwork	0.8179611650485437	382	719	True
coping	0.8169934640522876	276	526	True
petite	0.8135593220338984	88	184	True
nursing	0.8132854578096947	527	980	True
accessibility	0.8131868131868132	152	300	True
transcribed	0.8103448275862069	86	180	True
heist	0.8095238095238095	138	274	True
disingenuous	0.809322033898305	206	397	True
urgency	0.8089171974522293	127	254	True
republicans	0.8083538083538083	2412	4386	True
abortions	0.8082191780821918	262	498	True
infra	0.8082191780821918	43	102	True
yearning	0.8076923076923077	48	111	True
familiarize	0.8076923076923077	178	346	True
slaps	0.8075117370892019	183	355	True
tao	0.8071428571428572	110	223	True
colonialism	0.8067226890756303	89	185	True
cock	0.8055770720371804	1261	2301	True
kabul	0.8055555555555556	42	100	True
severity	0.8053691275167785	119	239	True
descriptive	0.8050314465408805	129	257	True
hoarding	0.8043478260869565	108	219	True
nsw	0.8040201005025126	169	329	True
deniers	0.803921568627451	72	154	True
illustrations	0.8037383177570093	77	163	True
labs	0.8037037037037037	240	457	True
democrats	0.8035906642728905	2755	4993	True
extort	0.8032786885245902	31	80	True
autoimmune	0.8028169014084507	41	98	True
billionaire	0.8027777777777778	330	619	True
humanitarian	0.8026315789473685	198	381	True
hydrate	0.8026315789473685	46	107	True
billions	0.8022922636103151	668	1228	True
looters	0.801980198019802	71	152	True
das	0.8013468013468014	564	1040	True
algorithm	0.8	305	573	True
fraudulent	0.8	210	402	True
disproportionately	0.8	80	168	True
privileges	0.8	165	321	True
portfolio	0.7992424242424242	498	920	True
solidarity	0.7982708933717579	317	594	True
footer	0.7981220657276995	183	353	True
sm	0.7980769230769231	1010	1840	True
animes	0.797979797979798	69	148	True
validation	0.797979797979798	267	504	True
signaling	0.7969924812030075	103	209	True
otis	0.796875	34	85	True
duo	0.7965023847376789	599	1100	True
niners	0.7964601769911505	83	173	True
interactions	0.7946428571428571	530	975	True
reelected	0.7945205479452054	43	101	True
slurs	0.7938144329896907	164	318	True
institutional	0.7932960893854749	149	291	True
redacted	0.7925925925925926	105	212	True
resale	0.7924528301886793	76	160	True
predatory	0.7919463087248322	119	237	True
pardons	0.7910447761194029	37	90	True
government	0.7905806018570309	8909	15976	True
circumvent	0.7904761904761904	75	158	True
oder	0.7904191616766467	137	269	True
mccarthy	0.7901785714285714	194	371	True
submissive	0.7894736842105263	179	344	True
interacts	0.7888888888888889	60	131	True
giveaways	0.7886435331230284	287	537	True
communism	0.7885985748218527	391	723	True
degradation	0.788135593220339	88	181	True
environmentally	0.7875	50	113	True
abducted	0.7874015748031497	97	197	True
stormed	0.7872340425531915	64	138	True
menopause	0.7868852459016393	31	79	True
unlawful	0.7868852459016393	92	188	True
bola	0.7866666666666666	45	104	True
literal	0.7863354037267081	775	1408	True
africans	0.7857142857142857	306	570	True
easing	0.7857142857142857	68	145	True
collectively	0.7857142857142857	208	395	True
policing	0.7857142857142857	194	370	True
gullible	0.7854545454545454	245	461	True
spaces	0.7852760736196319	785	1425	True
mismanagement	0.7849462365591398	63	136	True
capacity	0.7841918294849023	1096	1979	True
murdoch	0.7834394904458599	127	250	True
innovative	0.7829457364341085	357	660	True
snp	0.7821229050279329	328	608	True
health	0.780908061879009	7921	14130	True
professionals	0.7805695142378559	567	1033	True
aggressor	0.7804878048780488	52	116	True
trace	0.7804154302670623	307	570	True
centrist	0.7797619047619048	138	269	True
violated	0.7795698924731183	342	632	True
endanger	0.7794117647058824	38	91	True
enterprises	0.7789473684210526	65	139	True
cages	0.7788018433179723	187	356	True
clit	0.7784810126582279	128	251	True
partners	0.7778846153846154	1010	1819	True
academia	0.7777777777777778	195	370	True
manipulated	0.7770491803278688	275	512	True
eviction	0.777027027027027	118	233	True
recession	0.7758620689655172	260	485	True
childcare	0.7755102040816326	117	231	True
utilities	0.7754010695187166	157	302	True
beneficiaries	0.7752808988764045	59	128	True
dividends	0.7751937984496124	99	199	True
mandated	0.7746478873239436	112	222	True
decade	0.7744305657604702	1331	2385	True
insufferable	0.7730496453900709	111	220	True
projects	0.7729300941993059	1987	3546	True
indicators	0.7727272727272727	102	204	True
kinks	0.7724665391969407	493	897	True
bis	0.7719298245614035	84	172	True
lament	0.7714285714285715	40	94	True
antisemitic	0.7714285714285715	75	156	True
reproductive	0.7714285714285715	145	280	True
embody	0.7704918032786885	31	78	True
oppressors	0.7701149425287356	57	124	True
unhinged	0.7699530516431925	183	347	True
comprehension	0.769811320754717	235	439	True
